Customer_ID,Customer_Name,Age,Gender,Location,Order_ID,Order_Date,Product_Category,Product_Name,Purchase_Amount ($),Payment_Method,Recency (Days),Frequency (Orders),Monetary (Total Spend $)
C0243,Customer 243,36,Female,New York,O1243,2023-08-31,Home Decor,Handbag,795,Debit Card,207,22,17490
C0244,Customer 244,37,Female,New York,O1244,2023-09-01,Sports,Table Lamp,1199,Net Banking,269,5,5995
C0245,Customer 245,49,Female,Houston,O1245,2023-09-02,Beauty,Smartphone,1407,PayPal,194,4,5628
C0246,Customer 246,24,Male,New York,O1246,2023-09-03,Fashion,Smartphone,382,Debit Card,152,9,3438
C0247,Customer 247,58,Male,Houston,O1247,2023-09-04,Fashion,Handbag,1838,PayPal,237,29,53302
C0248,Customer 248,50,Female,Houston,O1248,2023-09-05,Home Decor,Lipstick,1511,Net Banking,88,22,33242
C0249,Customer 249,57,Male,Houston,O1249,2023-09-06,Fashion,Smartphone,1788,PayPal,11,27,48276
C0250,Customer 250,56,Male,New York,O1250,2023-09-07,Electronics,Smartphone,488,PayPal,187,10,4880
C0251,Customer 251,35,Female,Houston,O1251,2023-09-08,Sports,Lipstick,841,PayPal,214,16,13456
C0252,Customer 252,57,Female,New York,O1252,2023-09-09,Beauty,Handbag,659,Debit Card,15,42,27678
C0253,Customer 253,18,Female,Houston,O1253,2023-09-10,Sports,Smartphone,1624,Net Banking,266,42,68208
C0254,Customer 254,28,Female,Miami,O1254,2023-09-11,Home Decor,Lipstick,691,Net Banking,297,10,6910
C0255,Customer 255,45,Male,Houston,O1255,2023-09-12,Beauty,Smartphone,1668,Debit Card,73,6,10008
C0256,Customer 256,42,Male,Los Angeles,O1256,2023-09-13,Beauty,Table Lamp,697,Debit Card,52,49,34153
C0257,Customer 257,40,Female,Houston,O1257,2023-09-14,Electronics,Running Shoes,1333,Debit Card,128,5,6665
C0258,Customer 258,48,Male,Chicago,O1258,2023-09-15,Home Decor,Table Lamp,91,Credit Card,28,6,546
C0259,Customer 259,47,Female,Houston,O1259,2023-09-16,Fashion,Smartphone,96,PayPal,65,47,4512
C0260,Customer 260,59,Female,Los Angeles,O1260,2023-09-17,Electronics,Handbag,234,PayPal,17,25,5850
C0261,Customer 261,52,Male,Los Angeles,O1261,2023-09-18,Electronics,Running Shoes,25,Net Banking,351,4,100
C0262,Customer 262,24,Female,New York,O1262,2023-09-19,Sports,Table Lamp,831,PayPal,138,40,33240
C0263,Customer 263,33,Male,Miami,O1263,2023-09-20,Sports,Lipstick,1391,Credit Card,319,48,66768
C0264,Customer 264,43,Male,Houston,O1264,2023-09-21,Sports,Handbag,172,Debit Card,229,32,5504
C0265,Customer 265,19,Male,New York,O1265,2023-09-22,Electronics,Table Lamp,1643,Net Banking,254,35,57505
C0266,Customer 266,18,Male,Miami,O1266,2023-09-23,Fashion,Lipstick,1701,Net Banking,210,10,17010
C0267,Customer 267,29,Female,Houston,O1267,2023-09-24,Beauty,Smartphone,523,PayPal,294,34,17782
C0268,Customer 268,22,Male,Chicago,O1268,2023-09-25,Sports,Lipstick,359,Net Banking,231,36,12924
C0269,Customer 269,54,Female,Houston,O1269,2023-09-26,Fashion,Table Lamp,1942,Debit Card,241,6,11652
C0270,Customer 270,49,Female,Los Angeles,O1270,2023-09-27,Home Decor,Table Lamp,690,Net Banking,70,43,29670
C0271,Customer 271,26,Female,Los Angeles,O1271,2023-09-28,Sports,Smartphone,1497,Debit Card,104,46,68862
C0272,Customer 272,58,Female,Chicago,O1272,2023-09-29,Beauty,Lipstick,1860,Credit Card,204,16,29760
C0273,Customer 273,52,Male,New York,O1273,2023-09-30,Home Decor,Lipstick,1870,Credit Card,53,19,35530
C0274,Customer 274,36,Male,Miami,O1274,2023-10-01,Home Decor,Smartphone,1408,Debit Card,330,34,47872
C0275,Customer 275,33,Female,Houston,O1275,2023-10-02,Beauty,Lipstick,1125,PayPal,54,25,28125
C0276,Customer 276,20,Female,Los Angeles,O1276,2023-10-03,Sports,Smartphone,190,Net Banking,276,31,5890
C0277,Customer 277,37,Male,New York,O1277,2023-10-04,Electronics,Handbag,752,PayPal,335,49,36848
C0278,Customer 278,41,Female,Chicago,O1278,2023-10-05,Beauty,Table Lamp,1334,Net Banking,31,41,54694
C0279,Customer 279,50,Male,Los Angeles,O1279,2023-10-06,Beauty,Handbag,669,Credit Card,135,17,11373
C0280,Customer 280,41,Female,Chicago,O1280,2023-10-07,Beauty,Running Shoes,1825,Credit Card,58,47,85775
C0281,Customer 281,28,Male,Houston,O1281,2023-10-08,Home Decor,Running Shoes,1222,Credit Card,105,30,36660
C0282,Customer 282,25,Female,Miami,O1282,2023-10-09,Fashion,Running Shoes,1892,Net Banking,266,39,73788
C0283,Customer 283,53,Female,Los Angeles,O1283,2023-10-10,Electronics,Smartphone,1895,Credit Card,10,31,58745
C0284,Customer 284,55,Male,Los Angeles,O1284,2023-10-11,Sports,Lipstick,1347,Credit Card,253,19,25593
C0285,Customer 285,57,Female,Houston,O1285,2023-10-12,Sports,Handbag,502,Credit Card,295,35,17570
C0286,Customer 286,37,Female,New York,O1286,2023-10-13,Fashion,Handbag,932,Credit Card,156,29,27028
C0287,Customer 287,52,Male,Miami,O1287,2023-10-14,Beauty,Handbag,1955,PayPal,158,1,1955
C0288,Customer 288,42,Female,Los Angeles,O1288,2023-10-15,Electronics,Handbag,137,Credit Card,37,4,548
C0289,Customer 289,52,Male,Miami,O1289,2023-10-16,Sports,Running Shoes,1552,Credit Card,119,28,43456
C0290,Customer 290,42,Male,Los Angeles,O1290,2023-10-17,Sports,Handbag,1459,PayPal,67,18,26262
C0291,Customer 291,46,Female,Miami,O1291,2023-10-18,Beauty,Lipstick,1592,PayPal,242,26,41392
C0292,Customer 292,35,Female,Chicago,O1292,2023-10-19,Fashion,Running Shoes,574,Net Banking,299,40,22960
C0293,Customer 293,63,Female,Los Angeles,O1293,2023-10-20,Electronics,Handbag,1220,Debit Card,213,19,23180
C0294,Customer 294,35,Female,Miami,O1294,2023-10-21,Fashion,Smartphone,559,Credit Card,308,6,3354
C0295,Customer 295,19,Female,New York,O1295,2023-10-22,Fashion,Table Lamp,462,Credit Card,101,1,462
C0296,Customer 296,52,Female,Chicago,O1296,2023-10-23,Electronics,Table Lamp,480,Credit Card,56,8,3840
C0297,Customer 297,33,Female,Chicago,O1297,2023-10-24,Electronics,Table Lamp,997,Net Banking,332,33,32901
C0298,Customer 298,58,Male,New York,O1298,2023-10-25,Sports,Running Shoes,747,Credit Card,324,43,32121
C0299,Customer 299,53,Female,Miami,O1299,2023-10-26,Sports,Handbag,1598,Debit Card,239,21,33558
C0300,Customer 300,50,Male,Houston,O1300,2023-10-27,Electronics,Running Shoes,1944,PayPal,231,24,46656
C0301,Customer 301,21,Female,New York,O1301,2023-10-28,Home Decor,Lipstick,233,Net Banking,362,25,5825
C0302,Customer 302,50,Female,Miami,O1302,2023-10-29,Sports,Smartphone,163,PayPal,92,47,7661
C0303,Customer 303,31,Male,New York,O1303,2023-10-30,Home Decor,Smartphone,569,Credit Card,279,43,24467
C0304,Customer 304,38,Female,New York,O1304,2023-10-31,Electronics,Table Lamp,360,Credit Card,109,19,6840
C0305,Customer 305,37,Female,Los Angeles,O1305,2023-11-01,Sports,Table Lamp,1180,Credit Card,317,29,34220
C0306,Customer 306,25,Male,Miami,O1306,2023-11-02,Fashion,Table Lamp,1938,Debit Card,168,10,19380
C0307,Customer 307,24,Female,Houston,O1307,2023-11-03,Electronics,Handbag,1609,Debit Card,300,12,19308
C0308,Customer 308,20,Female,Los Angeles,O1308,2023-11-04,Beauty,Lipstick,358,Net Banking,218,33,11814
C0309,Customer 309,34,Female,New York,O1309,2023-11-05,Home Decor,Lipstick,191,PayPal,222,7,1337
C0310,Customer 310,50,Male,New York,O1310,2023-11-06,Electronics,Lipstick,646,Credit Card,161,17,10982
C0311,Customer 311,29,Female,New York,O1311,2023-11-07,Electronics,Lipstick,1027,Credit Card,16,10,10270
C0312,Customer 312,39,Female,Miami,O1312,2023-11-08,Sports,Table Lamp,188,Credit Card,278,31,5828
C0313,Customer 313,39,Female,Miami,O1313,2023-11-09,Sports,Smartphone,1072,Credit Card,57,6,6432
C0314,Customer 314,63,Female,Los Angeles,O1314,2023-11-10,Sports,Table Lamp,781,Debit Card,62,17,13277
C0315,Customer 315,47,Male,Houston,O1315,2023-11-11,Beauty,Lipstick,903,PayPal,363,37,33411
C0316,Customer 316,55,Male,Los Angeles,O1316,2023-11-12,Sports,Table Lamp,1036,PayPal,327,18,18648
C0317,Customer 317,55,Female,Chicago,O1317,2023-11-13,Electronics,Lipstick,1025,Net Banking,242,26,26650
C0318,Customer 318,62,Female,New York,O1318,2023-11-14,Sports,Running Shoes,73,Debit Card,90,49,3577
C0319,Customer 319,25,Male,New York,O1319,2023-11-15,Fashion,Smartphone,38,Credit Card,72,16,608
C0320,Customer 320,44,Male,New York,O1320,2023-11-16,Sports,Running Shoes,381,PayPal,326,8,3048
C0321,Customer 321,44,Female,Los Angeles,O1321,2023-11-17,Beauty,Handbag,1556,PayPal,30,24,37344
C0322,Customer 322,51,Male,Los Angeles,O1322,2023-11-18,Fashion,Table Lamp,106,Debit Card,359,13,1378
C0323,Customer 323,38,Female,New York,O1323,2023-11-19,Electronics,Handbag,1903,Net Banking,288,29,55187
C0324,Customer 324,47,Male,Los Angeles,O1324,2023-11-20,Electronics,Table Lamp,1475,Net Banking,86,32,47200
C0325,Customer 325,50,Male,Miami,O1325,2023-11-21,Home Decor,Running Shoes,1236,Credit Card,234,24,29664
C0326,Customer 326,45,Male,Miami,O1326,2023-11-22,Fashion,Lipstick,1444,Net Banking,235,16,23104
C0327,Customer 327,64,Male,Los Angeles,O1327,2023-11-23,Home Decor,Lipstick,1002,PayPal,313,11,11022
C0328,Customer 328,50,Female,New York,O1328,2023-11-24,Fashion,Table Lamp,30,Net Banking,265,32,960
C0329,Customer 329,22,Male,Los Angeles,O1329,2023-11-25,Fashion,Lipstick,1584,Credit Card,287,6,9504
C0330,Customer 330,36,Male,Los Angeles,O1330,2023-11-26,Beauty,Running Shoes,744,PayPal,327,35,26040
C0331,Customer 331,21,Female,Los Angeles,O1331,2023-11-27,Home Decor,Lipstick,1135,Net Banking,269,33,37455
C0332,Customer 332,52,Male,Chicago,O1332,2023-11-28,Beauty,Running Shoes,1079,Net Banking,186,18,19422
C0333,Customer 333,34,Male,Miami,O1333,2023-11-29,Fashion,Handbag,75,Debit Card,131,37,2775
C0334,Customer 334,61,Female,Houston,O1334,2023-11-30,Electronics,Running Shoes,612,Credit Card,291,13,7956
C0335,Customer 335,45,Male,Houston,O1335,2023-12-01,Fashion,Smartphone,1197,Net Banking,277,10,11970
C0336,Customer 336,47,Female,Chicago,O1336,2023-12-02,Beauty,Smartphone,1144,Debit Card,320,37,42328
C0337,Customer 337,46,Female,Los Angeles,O1337,2023-12-03,Home Decor,Smartphone,347,PayPal,351,26,9022
C0338,Customer 338,63,Female,Chicago,O1338,2023-12-04,Home Decor,Table Lamp,132,Debit Card,180,46,6072
C0339,Customer 339,23,Female,Chicago,O1339,2023-12-05,Beauty,Table Lamp,1738,Debit Card,290,17,29546
C0340,Customer 340,52,Male,New York,O1340,2023-12-06,Home Decor,Table Lamp,456,Net Banking,163,1,456
C0341,Customer 341,58,Female,Miami,O1341,2023-12-07,Sports,Running Shoes,620,Net Banking,271,25,15500
C0342,Customer 342,54,Male,Houston,O1342,2023-12-08,Electronics,Table Lamp,1324,Net Banking,96,34,45016
C0343,Customer 343,41,Male,Los Angeles,O1343,2023-12-09,Electronics,Handbag,680,Debit Card,262,39,26520
C0344,Customer 344,46,Male,Houston,O1344,2023-12-10,Electronics,Smartphone,1445,PayPal,353,10,14450
C0345,Customer 345,63,Male,Houston,O1345,2023-12-11,Home Decor,Running Shoes,624,Credit Card,288,20,12480
C0346,Customer 346,48,Male,Miami,O1346,2023-12-12,Home Decor,Smartphone,906,Debit Card,83,7,6342
C0347,Customer 347,52,Male,Houston,O1347,2023-12-13,Fashion,Table Lamp,290,Net Banking,225,16,4640
C0348,Customer 348,50,Male,Houston,O1348,2023-12-14,Fashion,Running Shoes,1076,Credit Card,223,37,39812
C0349,Customer 349,38,Male,Chicago,O1349,2023-12-15,Electronics,Lipstick,1519,PayPal,118,29,44051
C0350,Customer 350,49,Male,Miami,O1350,2023-12-16,Sports,Handbag,605,Credit Card,192,12,7260
C0351,Customer 351,40,Male,New York,O1351,2023-12-17,Fashion,Table Lamp,1996,Net Banking,79,17,33932
C0352,Customer 352,50,Female,Los Angeles,O1352,2023-12-18,Fashion,Table Lamp,712,Debit Card,78,48,34176
C0353,Customer 353,20,Female,Houston,O1353,2023-12-19,Home Decor,Handbag,1084,Debit Card,147,20,21680
C0354,Customer 354,35,Female,Los Angeles,O1354,2023-12-20,Sports,Handbag,1931,Net Banking,107,26,50206
C0355,Customer 355,42,Male,New York,O1355,2023-12-21,Electronics,Lipstick,219,Debit Card,271,48,10512
C0356,Customer 356,59,Female,Los Angeles,O1356,2023-12-22,Fashion,Table Lamp,135,Net Banking,244,19,2565
C0357,Customer 357,48,Female,New York,O1357,2023-12-23,Sports,Table Lamp,501,Debit Card,73,47,23547
C0358,Customer 358,20,Female,Chicago,O1358,2023-12-24,Sports,Smartphone,1542,Debit Card,357,12,18504
C0359,Customer 359,57,Male,Houston,O1359,2023-12-25,Electronics,Running Shoes,969,Debit Card,354,21,20349
C0360,Customer 360,63,Male,New York,O1360,2023-12-26,Sports,Running Shoes,979,PayPal,26,42,41118
C0361,Customer 361,41,Male,Los Angeles,O1361,2023-12-27,Sports,Smartphone,590,PayPal,210,34,20060
C0362,Customer 362,49,Male,Houston,O1362,2023-12-28,Sports,Running Shoes,786,Net Banking,92,7,5502
C0363,Customer 363,64,Female,Chicago,O1363,2023-12-29,Fashion,Handbag,267,PayPal,125,45,12015
C0364,Customer 364,39,Female,Houston,O1364,2023-12-30,Electronics,Running Shoes,1963,Net Banking,73,35,68705
C0365,Customer 365,40,Female,New York,O1365,2023-12-31,Sports,Running Shoes,1221,Credit Card,123,15,18315
C0366,Customer 366,19,Female,Chicago,O1366,2024-01-01,Sports,Smartphone,239,Credit Card,309,1,239
C0367,Customer 367,44,Male,Los Angeles,O1367,2024-01-02,Fashion,Lipstick,198,PayPal,184,26,5148
C0368,Customer 368,59,Male,Chicago,O1368,2024-01-03,Electronics,Running Shoes,1448,Credit Card,187,35,50680
C0369,Customer 369,19,Male,Chicago,O1369,2024-01-04,Home Decor,Running Shoes,19,Credit Card,198,25,475
C0370,Customer 370,43,Female,Miami,O1370,2024-01-05,Fashion,Lipstick,1147,Debit Card,78,42,48174
C0371,Customer 371,34,Male,Chicago,O1371,2024-01-06,Electronics,Smartphone,1109,Debit Card,348,15,16635
C0372,Customer 372,57,Male,Chicago,O1372,2024-01-07,Sports,Lipstick,685,Net Banking,186,22,15070
C0373,Customer 373,50,Female,Houston,O1373,2024-01-08,Electronics,Smartphone,511,Credit Card,344,6,3066
C0374,Customer 374,26,Female,Los Angeles,O1374,2024-01-09,Electronics,Handbag,94,Net Banking,253,15,1410
C0375,Customer 375,60,Male,Houston,O1375,2024-01-10,Electronics,Smartphone,58,Net Banking,13,24,1392
C0376,Customer 376,56,Male,Houston,O1376,2024-01-11,Home Decor,Handbag,1528,Credit Card,299,21,32088
C0377,Customer 377,46,Male,New York,O1377,2024-01-12,Electronics,Handbag,847,PayPal,76,7,5929
C0378,Customer 378,59,Male,Houston,O1378,2024-01-13,Home Decor,Smartphone,1017,Credit Card,51,29,29493
C0379,Customer 379,43,Male,Miami,O1379,2024-01-14,Sports,Table Lamp,698,Debit Card,275,32,22336
C0380,Customer 380,52,Male,Miami,O1380,2024-01-15,Home Decor,Smartphone,396,Credit Card,149,32,12672
C0381,Customer 381,42,Female,New York,O1381,2024-01-16,Sports,Running Shoes,979,PayPal,219,5,4895
C0382,Customer 382,41,Female,Los Angeles,O1382,2024-01-17,Sports,Running Shoes,1422,Net Banking,122,4,5688
C0383,Customer 383,30,Female,Los Angeles,O1383,2024-01-18,Home Decor,Table Lamp,1015,Net Banking,211,22,22330
C0384,Customer 384,24,Male,Houston,O1384,2024-01-19,Fashion,Handbag,227,Debit Card,280,18,4086
C0385,Customer 385,53,Female,Houston,O1385,2024-01-20,Beauty,Table Lamp,1734,Debit Card,26,35,60690
C0386,Customer 386,62,Male,Houston,O1386,2024-01-21,Electronics,Running Shoes,1014,Debit Card,173,17,17238
C0387,Customer 387,37,Male,Los Angeles,O1387,2024-01-22,Beauty,Table Lamp,1379,Net Banking,156,24,33096
C0388,Customer 388,18,Female,Chicago,O1388,2024-01-23,Electronics,Smartphone,1263,Debit Card,238,2,2526
C0389,Customer 389,25,Male,Miami,O1389,2024-01-24,Electronics,Table Lamp,264,Credit Card,82,13,3432
C0390,Customer 390,63,Male,Chicago,O1390,2024-01-25,Sports,Handbag,245,Net Banking,356,15,3675
C0391,Customer 391,33,Female,Chicago,O1391,2024-01-26,Electronics,Smartphone,1059,PayPal,273,5,5295
C0392,Customer 392,31,Female,Los Angeles,O1392,2024-01-27,Electronics,Lipstick,1617,Net Banking,68,3,4851
C0393,Customer 393,29,Female,Chicago,O1393,2024-01-28,Home Decor,Running Shoes,1294,Credit Card,44,37,47878
C0394,Customer 394,40,Male,New York,O1394,2024-01-29,Beauty,Running Shoes,1799,Credit Card,61,37,66563
C0395,Customer 395,32,Female,Houston,O1395,2024-01-30,Home Decor,Table Lamp,280,Debit Card,123,37,10360
C0396,Customer 396,45,Female,New York,O1396,2024-01-31,Electronics,Smartphone,132,Net Banking,349,3,396
C0397,Customer 397,51,Male,Miami,O1397,2024-02-01,Sports,Lipstick,665,Net Banking,196,35,23275
C0398,Customer 398,19,Female,Houston,O1398,2024-02-02,Home Decor,Smartphone,1290,Net Banking,330,23,29670
C0399,Customer 399,49,Female,Chicago,O1399,2024-02-03,Home Decor,Running Shoes,1689,PayPal,323,28,47292
C0400,Customer 400,40,Female,Miami,O1400,2024-02-04,Fashion,Smartphone,1454,Debit Card,111,30,43620
C0401,Customer 401,39,Male,Houston,O1401,2024-02-05,Electronics,Lipstick,268,Credit Card,258,18,4824
C0402,Customer 402,42,Male,Chicago,O1402,2024-02-06,Sports,Table Lamp,957,Credit Card,89,36,34452
C0403,Customer 403,39,Male,New York,O1403,2024-02-07,Home Decor,Handbag,56,Debit Card,198,33,1848
C0404,Customer 404,39,Male,Houston,O1404,2024-02-08,Home Decor,Smartphone,872,Credit Card,282,26,22672
C0405,Customer 405,59,Female,Chicago,O1405,2024-02-09,Sports,Handbag,534,Credit Card,200,48,25632
C0406,Customer 406,23,Male,New York,O1406,2024-02-10,Electronics,Running Shoes,897,Debit Card,99,40,35880
C0407,Customer 407,32,Male,Miami,O1407,2024-02-11,Fashion,Table Lamp,217,Credit Card,27,17,3689
C0408,Customer 408,60,Female,Miami,O1408,2024-02-12,Home Decor,Table Lamp,1344,Net Banking,89,40,53760
C0409,Customer 409,54,Female,Miami,O1409,2024-02-13,Fashion,Smartphone,756,PayPal,146,7,5292
C0410,Customer 410,50,Female,Miami,O1410,2024-02-14,Beauty,Table Lamp,158,Debit Card,182,8,1264
C0411,Customer 411,25,Male,Los Angeles,O1411,2024-02-15,Electronics,Smartphone,1867,PayPal,257,31,57877
C0412,Customer 412,61,Male,Houston,O1412,2024-02-16,Beauty,Smartphone,447,Credit Card,189,12,5364
C0413,Customer 413,61,Male,Houston,O1413,2024-02-17,Beauty,Handbag,164,Credit Card,240,48,7872
C0414,Customer 414,22,Female,Los Angeles,O1414,2024-02-18,Beauty,Table Lamp,1711,Net Banking,359,31,53041
C0415,Customer 415,56,Female,Chicago,O1415,2024-02-19,Electronics,Smartphone,1123,Debit Card,196,44,49412
C0416,Customer 416,21,Male,Chicago,O1416,2024-02-20,Electronics,Handbag,1731,Credit Card,297,19,32889
C0417,Customer 417,23,Female,Miami,O1417,2024-02-21,Sports,Lipstick,1863,Debit Card,165,10,18630
C0418,Customer 418,62,Female,New York,O1418,2024-02-22,Fashion,Handbag,367,Debit Card,307,39,14313
C0419,Customer 419,49,Female,Chicago,O1419,2024-02-23,Fashion,Handbag,1207,Debit Card,271,12,14484
C0420,Customer 420,47,Male,New York,O1420,2024-02-24,Sports,Smartphone,1250,Debit Card,8,20,25000
C0421,Customer 421,64,Female,Houston,O1421,2024-02-25,Sports,Running Shoes,1940,Debit Card,38,37,71780
C0422,Customer 422,52,Female,New York,O1422,2024-02-26,Beauty,Running Shoes,465,PayPal,114,48,22320
C0423,Customer 423,57,Male,Houston,O1423,2024-02-27,Sports,Running Shoes,785,Net Banking,339,41,32185
C0424,Customer 424,33,Male,Los Angeles,O1424,2024-02-28,Home Decor,Handbag,1642,Debit Card,56,7,11494
C0425,Customer 425,30,Female,Los Angeles,O1425,2024-02-29,Fashion,Smartphone,638,PayPal,359,14,8932
C0426,Customer 426,59,Female,Miami,O1426,2024-03-01,Sports,Table Lamp,1232,Credit Card,138,11,13552
C0427,Customer 427,47,Male,Chicago,O1427,2024-03-02,Home Decor,Handbag,841,Debit Card,102,7,5887
C0428,Customer 428,36,Male,Miami,O1428,2024-03-03,Home Decor,Handbag,495,Credit Card,334,29,14355
C0429,Customer 429,34,Female,Houston,O1429,2024-03-04,Home Decor,Smartphone,542,Debit Card,177,10,5420
C0430,Customer 430,36,Female,Miami,O1430,2024-03-05,Home Decor,Lipstick,209,PayPal,169,29,6061
C0431,Customer 431,45,Female,New York,O1431,2024-03-06,Beauty,Handbag,380,PayPal,339,9,3420
C0432,Customer 432,43,Female,Houston,O1432,2024-03-07,Home Decor,Lipstick,1023,PayPal,286,36,36828
C0433,Customer 433,54,Male,Los Angeles,O1433,2024-03-08,Beauty,Lipstick,1992,Net Banking,261,48,95616
C0434,Customer 434,43,Female,Chicago,O1434,2024-03-09,Beauty,Running Shoes,862,Credit Card,223,10,8620
C0435,Customer 435,40,Female,Houston,O1435,2024-03-10,Home Decor,Smartphone,1481,Net Banking,199,19,28139
C0436,Customer 436,26,Male,Houston,O1436,2024-03-11,Fashion,Lipstick,257,Debit Card,211,31,7967
C0437,Customer 437,29,Female,New York,O1437,2024-03-12,Home Decor,Smartphone,797,Credit Card,287,17,13549
C0438,Customer 438,18,Male,Chicago,O1438,2024-03-13,Home Decor,Running Shoes,273,PayPal,180,9,2457
C0439,Customer 439,18,Female,Los Angeles,O1439,2024-03-14,Home Decor,Smartphone,1091,Credit Card,250,45,49095
C0440,Customer 440,64,Female,Houston,O1440,2024-03-15,Fashion,Handbag,1335,PayPal,231,33,44055
C0441,Customer 441,51,Male,Houston,O1441,2024-03-16,Electronics,Lipstick,40,Net Banking,23,34,1360
C0442,Customer 442,49,Male,New York,O1442,2024-03-17,Electronics,Smartphone,1531,Net Banking,48,45,68895
C0443,Customer 443,42,Female,Miami,O1443,2024-03-18,Beauty,Table Lamp,1282,PayPal,109,24,30768
C0444,Customer 444,57,Female,Los Angeles,O1444,2024-03-19,Beauty,Smartphone,614,PayPal,296,9,5526
C0445,Customer 445,62,Female,Chicago,O1445,2024-03-20,Fashion,Lipstick,1810,Debit Card,6,7,12670
C0446,Customer 446,18,Male,Houston,O1446,2024-03-21,Sports,Running Shoes,1304,Net Banking,38,16,20864
C0447,Customer 447,33,Female,Houston,O1447,2024-03-22,Electronics,Running Shoes,1639,Net Banking,169,19,31141
C0448,Customer 448,56,Male,Los Angeles,O1448,2024-03-23,Beauty,Lipstick,1699,Debit Card,356,39,66261
C0449,Customer 449,22,Male,Miami,O1449,2024-03-24,Electronics,Handbag,1427,Net Banking,283,6,8562
C0450,Customer 450,39,Female,Houston,O1450,2024-03-25,Fashion,Handbag,1830,PayPal,203,11,20130
C0451,Customer 451,46,Male,Los Angeles,O1451,2024-03-26,Fashion,Running Shoes,511,Credit Card,325,12,6132
C0452,Customer 452,20,Female,New York,O1452,2024-03-27,Sports,Running Shoes,1625,Credit Card,313,42,68250
C0453,Customer 453,29,Female,Miami,O1453,2024-03-28,Sports,Lipstick,1837,Net Banking,273,13,23881
C0454,Customer 454,43,Female,Chicago,O1454,2024-03-29,Fashion,Handbag,1117,Debit Card,244,12,13404
C0455,Customer 455,33,Female,Houston,O1455,2024-03-30,Beauty,Running Shoes,1398,PayPal,327,21,29358
C0456,Customer 456,54,Female,Los Angeles,O1456,2024-03-31,Electronics,Handbag,895,Credit Card,47,10,8950
C0457,Customer 457,39,Male,New York,O1457,2024-04-01,Home Decor,Running Shoes,558,PayPal,249,20,11160
C0458,Customer 458,46,Male,Chicago,O1458,2024-04-02,Sports,Smartphone,1375,Net Banking,79,36,49500
C0459,Customer 459,31,Female,Los Angeles,O1459,2024-04-03,Home Decor,Table Lamp,848,Net Banking,110,28,23744
C0460,Customer 460,45,Female,Los Angeles,O1460,2024-04-04,Beauty,Smartphone,1440,Credit Card,13,24,34560
C0461,Customer 461,22,Male,Chicago,O1461,2024-04-05,Sports,Running Shoes,1458,Net Banking,90,5,7290
C0462,Customer 462,64,Male,New York,O1462,2024-04-06,Home Decor,Table Lamp,1777,Debit Card,342,37,65749
C0463,Customer 463,47,Male,New York,O1463,2024-04-07,Beauty,Table Lamp,1126,Net Banking,348,12,13512
C0464,Customer 464,63,Male,Miami,O1464,2024-04-08,Electronics,Running Shoes,857,Net Banking,280,35,29995
C0465,Customer 465,22,Female,Houston,O1465,2024-04-09,Beauty,Running Shoes,623,Net Banking,221,40,24920
C0466,Customer 466,29,Female,Chicago,O1466,2024-04-10,Sports,Handbag,421,PayPal,73,2,842
C0467,Customer 467,33,Male,Chicago,O1467,2024-04-11,Fashion,Running Shoes,441,PayPal,234,41,18081
C0468,Customer 468,43,Female,Chicago,O1468,2024-04-12,Electronics,Lipstick,687,Credit Card,260,45,30915
C0469,Customer 469,43,Male,New York,O1469,2024-04-13,Home Decor,Running Shoes,168,Credit Card,113,39,6552
C0470,Customer 470,38,Female,Houston,O1470,2024-04-14,Sports,Lipstick,23,Credit Card,46,42,966
C0471,Customer 471,56,Male,Miami,O1471,2024-04-15,Fashion,Running Shoes,382,Net Banking,274,9,3438
C0472,Customer 472,53,Female,Los Angeles,O1472,2024-04-16,Beauty,Handbag,234,PayPal,43,22,5148
C0473,Customer 473,50,Male,Los Angeles,O1473,2024-04-17,Fashion,Lipstick,1538,Debit Card,208,47,72286
C0474,Customer 474,47,Male,Chicago,O1474,2024-04-18,Sports,Smartphone,1106,Net Banking,349,5,5530
C0475,Customer 475,54,Female,Houston,O1475,2024-04-19,Sports,Lipstick,1282,Net Banking,103,12,15384
C0476,Customer 476,40,Male,New York,O1476,2024-04-20,Fashion,Handbag,520,Net Banking,124,1,520
C0477,Customer 477,27,Female,Houston,O1477,2024-04-21,Beauty,Lipstick,612,Debit Card,10,44,26928
C0478,Customer 478,22,Female,Houston,O1478,2024-04-22,Fashion,Running Shoes,225,Credit Card,329,22,4950
C0479,Customer 479,53,Male,New York,O1479,2024-04-23,Sports,Running Shoes,1635,Debit Card,187,38,62130
C0480,Customer 480,51,Female,Chicago,O1480,2024-04-24,Sports,Handbag,1574,Credit Card,31,19,29906
C0481,Customer 481,48,Female,Houston,O1481,2024-04-25,Home Decor,Table Lamp,1980,Debit Card,156,16,31680
C0482,Customer 482,27,Female,Los Angeles,O1482,2024-04-26,Home Decor,Running Shoes,1850,PayPal,60,31,57350
C0483,Customer 483,36,Female,New York,O1483,2024-04-27,Electronics,Smartphone,1972,Net Banking,249,3,5916
C0484,Customer 484,49,Female,Miami,O1484,2024-04-28,Sports,Handbag,997,Net Banking,270,23,22931
C0485,Customer 485,18,Male,Chicago,O1485,2024-04-29,Home Decor,Lipstick,1253,Net Banking,217,42,52626
C0486,Customer 486,22,Female,New York,O1486,2024-04-30,Fashion,Lipstick,849,Credit Card,2,18,15282
